rowid,votereg,age5,gender,has_voted,pp18_votelikely,turnout16,educ,educ4,educ2,race,race_t,race4,race3,race2,hispanic,state,senvote18,senvote18_t,senvote18_undecided,senvote18_undecided_t,senvote18_full,specsenvote18,specsenvote18_t,specsenvote18_undecided,specsenvote18_undecided_t,specsenvote18_full,housevote18,housevote18_t,housevote18_undecided_t,govvote18,govvote18_t,govvote18_undecided,govvote18_undecided_t,govvote18_full,EMOTIONS_1,EMOTIONS_2,EMOTIONS_3,EMOTIONS_4,EMOTIONS_5,EMOTIONS_6,EMOTIONS_7,EMOTIONS_8,EMOTIONS_9,EMOTIONS_10,EMOTIONS_11,EMOTIONS_12,EMOTIONS_13,EMOTIONS_14,EMOTIONS_15,EMOTIONS_16,EMOTIONS_17,direct,favor_labor,favor_dem,favor_rep,favor_aca,favor_mcconnell,favor_demcong,favor_repcong,favor_metoo,favor_blm,favor_dtrump,app_dtrmp,suprpty,campaign_contact_emails,campaign_contact_text,campaign_contact_mailer,campaign_contact_onlineads,campaign_contact_inperson,campaign_contact_phone,campaign_contact_TVads,campaign_contact_socialmedia,which_module,CONSENT,VOTE_GEN,NONVOTE_WHY_1,NONVOTE_WHY_2,NONVOTE_WHY_3,NONVOTE_WHY_4,NONVOTE_WHY_5,NONVOTE_WHY_6,NONVOTE_WHY_7,NONVOTE_WHY_t,VOTECONF,GENERATIONS,FAVORS,INSTITUTION,SYSTEM,EMPATHY,FT_Whites,FT_Blacks,FT_Latinos,LAZY_Whites,LAZY_Blacks,LAZY_Latinos,INTELLIGENT_Whites,INTELLIGENT_Blacks,INTELLIGENT_Latinos,RACE_IDENT,LINKFATE,FINPREP,DESERVE_poor,DESERVE_rich,CUSTOMS,SPEAK,ENRICH,SERVICES,JOBS,FLAG,PATH,BORDER,DEPORT,SOCIALDOMINANCE_PRIORITIES,SOCIALDOMINANCE_NOTPUSH,SOCIALDOMINANCE_EQUALIDEAL,SOCIALDOMINANCE_SUPERIOR,REMARKS,OFFEND,APPRECIATE,GENDERPERSONALITY_INDEP,GENDERPERSONALITY_EMOT,GENDERPERSONALITY_CONFIDENT,GENDERPERSONALITY_HELPFUL,GENDERPERSONALITY_DECISIONS,POP_1,POP_2,POP_3,ICE,BAIL_item,WELTEST,PUBLICINT,GREENJOB,POLFEE,PUBLICGEN,BOND,FREECOLL,WEALTH,AVR,M4A,MARREP,MARAM,MARLEG,YEMEN,SOLITARY,GUNS,POLCORRECT,NDIVERSE,NDEMS,SOURCES_1,SOURCES_2,SOURCES_3,SOURCES_4,SOURCES_5,SOURCES_6,SOURCES_7,SOURCES_8,SOURCES_9,SOURCES_10,SOURCES_11,SOURCES_12,SOURCES_13,SOURCES_14,SOURCES_15,SOURCES_16,SOURCES_17,pp18_polactions_txt,pid3,pid3_t,pid7,dtrpsupp,ideo5,presvote16post,presvote16post_t,djtrelct,housevote16post,e14_presvote12,e14_presvote12_t,union_combined_1,union_combined_5,union_combined_2,union_combined_6,union_combined_3,union_combined_4,marstat,child18,religpew,religpew_t,pew_bornagain,pew_churatd,employ,job,faminc_new,pp18_polactions_1,pp18_polactions_2,pp18_polactions_3,pp18_polactions_4,pp18_polactions_5,pp18_polactions_6,pp18_polactions_7,pp18_polactions_8,weight_DFP,house2_imputed,house3,pid7_dems,pid7_oths,pid7_reps,gov2_imputed,gov3,sen2_imputed,sen3,housevote18_undecided,housevote18_full,USR,hostile_sexism_raw,hostile_sexism_scaled,racial_resentment_raw,racial_resentment_scaled,fear_of_demographic_change_raw,fear_of_demographic_change_scaled,which_sample
154,1,4,2,1,8,1,2,1,1,1,NA,1,1,1,2,39,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,4,2,2,4,4,1,1,4,1,4,4,1,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,1,4,1,50,88,85,6,6,7,4,4,4,2,2,1,7,1,5,5,1,3,3,1,3,5,4,2,5,1,5,2,2,4,3,5,3,3,2,5,5,4,4,2,2,3,1,1,2,3,2,1,2,2,2,1,1,2,2,1,3,4,60,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,11,NA,2,6,6,NA,5,2,2,2,2,1,1,2,2,0.6255,1,1,1,NA,NA,1,1,1,1,NA,1,2,7,0.583333333,5,0.083333333,4,0.3333,Final 2018_11_27
155,1,5,2,1,8,1,4,2,1,1,NA,1,1,1,2,6,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,1,4,1,1,4,4,1,4,4,3,4,3,4,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,5,1,78,100,100,3,7,7,4,4,4,2,3,1,7,1,5,5,1,5,5,1,3,5,5,1,5,1,5,5,5,5,4,4,3,5,2,4,4,3,5,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,6,50,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,11,NA,2,6,5,NA,5,2,2,2,2,1,1,2,2,0.8438,1,1,1,NA,NA,1,1,1,1,NA,1,2,0,0,4,0,0,0,Final 2018_11_27
156,1,4,1,1,8,1,4,2,1,1,NA,1,1,1,2,6,1,,NA,,1,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,3,2,4,2,2,4,1,1,4,2,4,2,2,4,4,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,5,3,1,99,98,100,7,6,7,1,2,2,1,3,1,5,4,2,3,3,1,3,2,3,2,2,2,3,3,2,4,4,3,3,4,3,5,3,1,3,4,5,5,1,3,6,3,3,5,5,5,5,5,6,3,5,3,5,3,4,6,40,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,2,NA,7,1,5,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,2,NA,2,2,2,NA,11,2,2,2,2,1,2,2,2,1.329,0,2,NA,NA,7,0,2,1,1,NA,3,2,4,0.333333333,10,0.5,8,0.6667,Final 2018_11_27
157,1,4,2,0,1,1,6,4,2,2,NA,2,2,2,2,26,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,6,1,3,6,6,3,4,1,3,4,3,3,1,3,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,2,5,NA,98,99,99,7,6,5,1,1,1,4,3,1,7,4,4,5,1,1,4,2,1,5,5,1,5,3,5,3,4,5,5,2,1,5,1,3,2,2,2,1,1,2,2,1,2,2,6,2,4,3,5,2,5,2,6,1,4,1,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,1,NA,2,NA,2,1,NA,2,1,4,NA,2,2,2,2,1,2,5,2,1,NA,1,1,1,NA,4,2,2,2,1,2,2,2,2,1.0264,1,1,2,NA,NA,1,1,1,1,NA,1,3,3,0.25,NA,NA,5,0.4167,Final 2018_11_27
158,1,5,1,0,1,1,3,2,1,5,NA,4,1,2,2,12,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,4,1,4,3,4,1,4,4,1,1,3,3,3,3,3,4,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,4,2,98,75,75,5,5,5,2,2,2,4,2,4,4,4,1,2,2,2,4,2,4,1,1,2,4,4,4,2,3,3,4,3,2,4,2,2,3,2,5,5,1,2,2,4,1,5,5,2,1,2,2,4,5,2,5,5,4,8,5,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,,3,NA,5,1,4,2,NA,1,2,4,NA,2,2,2,2,1,2,4,2,1,NA,1,4,5,NA,3,2,1,1,2,1,2,2,2,0.8135,0,2,NA,5,NA,0,2,0,2,NA,3,2,7,0.583333333,10,0.5,5,0.4167,Final 2018_11_27
159,1,5,2,0,1,1,5,3,2,1,NA,1,1,1,2,37,NA,,NA,,NA,NA,,NA,NA,NA,3,,,NA,,NA,,NA,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,6,4,6,4,6,4,6,4,4,1,1,3,2,4,2,4,4,4,2,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,3,2,3,79,78,76,4,4,5,4,4,4,2,3,1,5,3,1,1,3,2,2,2,2,1,1,2,1,3,3,3,3,2,4,3,2,4,3,4,4,2,1,4,1,5,5,3,6,3,5,2,5,5,2,2,3,2,3,3,4,6,40,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,,3,NA,5,1,4,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,2,NA,2,2,5,NA,97,2,2,1,2,2,1,2,2,0.9143,0,2,NA,5,NA,0,NA,0,NA,NA,3,2,7,0.583333333,11,0.583333333,8,0.6667,Final 2018_11_27
160,1,5,1,0,1,1,2,1,1,1,NA,1,1,1,2,47,7,susan clark independent,NA,,7,NA,,NA,NA,NA,16,,,7,independent,NA,,7,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,4,4,4,4,3,4,4,4,3,2,2,4,4,4,4,4,4,4,3,4,1,1,2,2,2,1,2,2,2,2,NA,4,2,1,2,5,1,90,60,51,6,3,6,2,3,4,3,2,5,7,2,1,1,4,1,1,2,3,1,1,4,3,4,5,1,2,3,5,4,3,4,3,1,1,1,4,4,2,4,2,2,1,5,3,3,2,5,2,2,1,1,5,3,4,7,50,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,,3,NA,4,NA,5,6,NA,3,3,3,NA,2,2,2,2,1,2,4,2,1,NA,1,2,5,NA,2,2,2,2,2,1,2,2,2,0.6728,0,3,NA,4,NA,0,3,0,3,NA,16,1,9,0.75,5,0.083333333,11,0.9167,Final 2018_11_27
161,1,5,2,1,8,1,6,4,2,1,NA,1,1,1,2,6,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,1,4,2,2,4,4,1,1,4,1,4,4,1,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,5,1,73,86,84,5,5,6,4,4,4,3,3,2,7,2,5,4,1,4,4,1,4,5,4,1,2,1,5,4,5,5,5,2,3,4,4,2,5,5,3,2,5,1,2,1,2,4,1,1,1,1,3,1,2,4,2,1,1,3,77,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,5,2,2,NA,2,1,5,NA,97,2,2,1,2,2,1,2,2,0.6992,1,1,1,NA,NA,1,1,1,1,NA,1,3,1,0.083333333,4,0,2,0.1667,Final 2018_11_27
162,1,5,1,1,8,1,3,2,1,1,NA,1,1,1,2,4,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,4,1,4,1,4,1,4,4,1,4,4,1,1,1,1,1,4,1,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,3,5,1,80,89,79,6,6,6,3,3,3,4,2,1,7,1,5,3,1,3,3,1,5,5,5,1,5,1,5,3,3,4,5,3,1,5,1,3,3,3,3,5,3,2,1,1,1,5,2,1,2,4,2,1,3,3,3,1,2,6,47,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,,1,NA,1,NA,3,1,NA,2,1,1,NA,2,2,2,2,1,2,4,2,5,NA,2,4,5,NA,4,2,2,2,2,2,2,1,2,0.6076,1,1,1,NA,NA,1,1,1,1,NA,1,1,5,0.416666667,6,0.166666667,4,0.3333,Final 2018_11_27
163,1,5,2,1,7,1,3,2,1,1,NA,1,1,1,2,37,NA,,NA,,NA,NA,,NA,NA,NA,1,,,NA,,NA,,NA,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,4,3,4,1,2,4,4,1,1,1,4,4,1,1,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,5,1,90,95,95,5,5,6,3,3,3,3,2,3,6,2,5,4,1,4,4,1,5,5,5,1,5,1,5,2,5,4,5,2,2,5,2,3,2,5,2,1,4,1,1,1,2,3,2,1,1,1,1,1,1,4,1,2,2,7,50,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,2,2,10,NA,2,6,5,NA,3,1,1,1,1,1,1,2,2,0.656,1,1,1,NA,NA,1,NA,1,NA,NA,1,2,4,0.333333333,4,0,2,0.1667,Final 2018_11_27
164,1,3,2,0,1,1,5,3,2,1,NA,1,1,1,2,31,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,2,4,1,2,5,4,1,1,1,1,3,1,4,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,1,5,2,53,95,83,4,4,4,4,4,4,1,2,1,7,1,5,5,1,5,5,1,2,5,5,2,3,2,5,5,5,5,5,3,1,5,4,4,3,5,5,1,4,5,4,1,2,2,4,1,1,1,4,1,4,1,1,1,3,3,40,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,1,1,1,NA,2,2,8,NA,12,2,1,1,2,1,1,2,2,0.7561,1,1,1,NA,NA,1,1,1,1,NA,1,2,0,0,5,0.083333333,0,0,Final 2018_11_27
165,1,5,2,0,1,1,3,2,1,1,NA,1,1,1,2,6,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,2,4,1,1,4,4,1,1,4,3,3,4,1,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,5,1,84,81,78,6,6,6,2,2,2,4,1,4,7,1,5,4,1,2,1,1,5,5,5,1,5,1,5,5,5,5,4,3,2,5,2,4,5,5,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,20,2,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,1,NA,2,5,6,NA,8,2,2,2,2,1,2,2,2,0.8438,1,1,1,NA,NA,1,1,1,1,NA,1,2,0,0,4,0,7,0.5833,Final 2018_11_27
166,1,5,1,1,7,1,1,1,1,1,NA,1,1,1,2,37,NA,,NA,,NA,NA,,NA,NA,NA,3,,,NA,,NA,,NA,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,6,4,2,4,6,4,1,4,6,2,2,4,2,4,3,3,4,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,5,5,81,42,47,6,3,6,3,3,3,4,2,5,7,2,1,2,4,1,1,2,3,1,1,1,3,2,5,1,1,3,5,3,1,4,1,2,1,1,5,2,1,1,1,3,6,5,5,1,5,6,2,1,1,2,5,3,4,7,20,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,3,NA,5,2,4,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,1,NA,2,5,5,NA,3,2,2,2,2,2,2,2,1,0.6972,0,2,NA,5,NA,0,NA,0,NA,NA,3,2,10,0.833333333,12,0.666666667,11,0.9167,Final 2018_11_27
167,1,4,2,1,8,1,3,2,1,2,NA,2,2,2,2,8,NA,,NA,,NA,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,2,4,3,4,1,2,4,4,1,1,4,1,1,1,1,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,5,1,76,90,76,4,6,7,4,4,4,4,2,2,7,1,5,5,1,4,6,1,3,5,6,1,4,1,5,5,4,5,3,4,3,5,3,2,2,2,2,1,5,2,2,6,2,6,2,2,1,1,1,1,1,1,1,2,1,10,70,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,,4,Democrat pissed off with my Party's National Leadership,3,NA,2,2,NA,2,1,1,NA,2,2,2,2,1,2,1,2,1,NA,1,1,7,NA,97,1,1,1,2,2,1,2,2,0.8664,1,1,NA,3,NA,1,1,1,NA,NA,1,3,1,0.083333333,5,0.083333333,1,0.0833,Final 2018_11_27
168,1,3,2,1,8,1,6,4,2,3,NA,3,3,2,1,51,1,,NA,,1,NA,,NA,NA,NA,1,,,NA,,NA,,NA,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,2,4,4,2,1,1,1,1,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,4,1,100,100,100,6,6,6,2,2,2,4,2,1,5,2,5,5,1,5,5,1,4,5,4,1,5,1,5,5,5,5,4,3,2,4,1,5,4,4,3,1,4,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,3,75,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,1,1,1,NA,1,4,1,NA,13,1,2,1,2,1,1,2,2,1.2078,1,1,1,NA,NA,1,NA,1,1,NA,1,3,0,0,5,0.083333333,0,0,Final 2018_11_27
169,1,5,2,1,8,1,2,1,1,1,NA,1,1,1,2,48,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,4,1,4,1,4,1,1,4,4,1,1,1,3,1,1,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,1,5,1,75,100,99,5,5,6,3,3,3,3,3,1,7,2,5,5,1,5,5,1,5,5,5,1,5,1,5,5,5,4,5,4,3,5,1,4,4,3,2,1,2,1,1,1,2,3,2,1,1,1,1,1,3,1,3,1,1,3,30,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,1,2,2,2,2,4,2,1,NA,2,5,5,NA,6,1,1,1,1,1,1,2,2,0.656,1,1,1,NA,NA,1,1,1,1,NA,1,2,1,0.083333333,4,0,0,0,Final 2018_11_27
170,1,5,1,0,1,1,6,4,2,1,NA,1,1,1,2,8,NA,,NA,,NA,NA,,NA,NA,NA,3,,,3,,NA,,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,4,1,4,1,4,1,2,4,1,1,3,2,4,2,3,4,3,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,4,2,3,87,78,90,5,NA,6,2,3,2,3,3,1,4,4,2,5,3,3,4,2,2,2,3,2,4,2,5,4,4,5,5,NA,1,5,1,5,5,3,5,3,2,2,5,4,5,5,5,4,4,5,5,4,5,3,3,3,4,8,40,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,,2,NA,7,4,4,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,2,NA,2,2,2,NA,13,2,2,1,2,2,1,2,2,0.4529,0,2,NA,NA,7,0,2,0,NA,NA,3,2,2,0.166666667,12,0.666666667,5,0.4167,Final 2018_11_27
171,1,5,2,1,8,1,3,2,1,1,NA,1,1,1,2,12,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,4,2,4,1,2,4,4,1,3,3,3,1,1,3,3,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,5,1,84,89,80,4,6,6,5,4,4,3,2,1,6,1,5,4,1,4,5,1,5,5,5,1,5,1,5,3,3,3,5,3,1,4,1,2,5,5,NA,5,6,1,1,1,1,3,2,1,1,1,2,1,3,5,6,1,1,5,80,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,,1,NA,1,NA,3,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,5,NA,2,6,5,NA,8,1,1,1,1,2,1,2,2,0.7104,1,1,1,NA,NA,1,1,1,1,NA,1,2,6,0.5,4,0,1,0.0833,Final 2018_11_27
172,1,5,2,1,7,1,3,2,1,1,NA,1,1,1,2,12,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,4,1,4,1,2,4,4,1,1,1,4,3,4,4,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,4,5,1,56,74,78,4,4,6,3,3,3,2,3,1,6,1,5,5,1,5,5,3,5,5,3,1,5,1,5,6,5,3,5,4,2,5,3,3,2,3,1,1,5,6,1,1,6,3,3,1,3,1,6,1,1,1,3,1,1,5,50,1,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,2,2,2,1,2,5,2,5,NA,2,5,5,NA,4,2,2,1,2,1,2,2,2,0.6242,1,1,1,NA,NA,1,1,1,1,NA,1,2,NA,NA,7,0.25,0,0,Final 2018_11_27
173,1,4,1,1,7,1,3,2,1,1,NA,1,1,1,2,37,NA,,NA,,NA,NA,,NA,NA,NA,1,,,NA,,NA,,NA,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,1,4,2,2,4,4,2,1,1,1,3,3,3,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,5,1,91,91,89,4,4,6,3,3,3,2,3,1,7,1,4,4,2,3,5,1,1,5,3,1,4,2,5,4,4,5,4,3,2,4,2,2,3,5,4,2,5,1,2,1,4,5,2,1,1,1,4,1,1,1,4,1,1,10,60,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,1,2,2,1,2,11,NA,2,6,5,NA,4,2,2,1,2,1,1,2,2,0.9735,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,2,0.166666667,4,0,3,0.25,Final 2018_11_27
174,1,4,2,1,7,1,5,3,2,3,NA,3,3,2,1,50,5,,NA,,5,NA,,NA,NA,NA,1,,,1,,NA,,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,2,4,1,1,4,4,1,1,1,3,3,1,1,4,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,1,5,1,50,85,100,5,6,6,2,2,2,4,1,NA,7,7,5,5,1,5,5,1,5,5,5,1,5,1,5,5,5,5,5,3,1,5,1,5,4,2,1,4,4,1,2,1,2,1,1,1,1,1,5,1,1,1,2,1,1,4,75,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,,1,NA,1,NA,1,1,NA,2,1,1,NA,2,1,2,2,2,2,1,2,11,NA,2,6,2,NA,9,2,1,1,2,1,1,2,2,1.5135,1,1,1,NA,NA,1,1,1,3,NA,1,2,0,0,4,0,0,0,Final 2018_11_27
175,1,5,2,1,7,1,3,2,1,1,NA,1,1,1,2,37,NA,,NA,,NA,NA,,NA,NA,NA,1,,,NA,,NA,,NA,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,1,4,1,4,1,1,4,4,1,1,1,1,3,1,3,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,5,1,80,90,90,3,6,7,3,3,3,3,3,1,7,1,4,4,2,4,4,1,3,5,4,1,5,1,5,5,5,5,4,4,2,4,2,5,2,4,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,8,40,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,10,NA,2,6,5,NA,97,1,1,1,2,1,1,1,2,0.7735,1,1,1,NA,NA,1,NA,1,NA,NA,1,1,0,0,4,0,3,0.25,Final 2018_11_27
176,1,4,1,1,7,1,6,4,2,1,NA,1,1,1,2,39,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,3,4,1,4,2,4,1,4,4,1,1,4,2,2,2,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5,1,5,1,3,NA,89,84,4,4,4,4,4,4,4,3,1,4,4,1,1,3,1,3,2,5,1,1,3,3,3,3,2,2,2,5,3,1,4,1,5,5,3,5,5,1,5,2,5,1,5,5,5,5,5,1,5,5,3,4,3,4,6,25,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,2,NA,7,1,5,2,NA,1,2,2,NA,2,1,2,2,2,2,5,2,1,NA,2,2,5,NA,9,1,1,2,1,1,1,2,2,0.6637,0,2,NA,NA,7,0,2,0,2,NA,3,1,9,0.75,14,0.833333333,8,0.6667,Final 2018_11_27
177,1,4,2,1,8,1,2,1,1,1,NA,1,1,1,1,50,3,,NA,,3,NA,,NA,NA,NA,3,,,3,,NA,,3,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,2,4,3,4,2,4,4,1,1,3,2,2,2,4,4,4,2,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,NA,5,1,49,51,51,4,4,4,4,4,4,2,3,1,4,4,2,2,3,2,3,2,2,1,1,3,1,5,1,2,2,3,5,3,2,5,5,3,3,2,5,3,1,2,3,4,2,3,5,3,2,3,1,4,5,3,5,3,4,4,50,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,NA,7,3,4,2,NA,1,2,2,NA,2,2,2,2,1,2,1,2,1,NA,1,7,6,NA,97,2,2,2,2,2,2,2,1,1.04,0,2,NA,NA,7,0,2,0,2,NA,3,1,8,0.666666667,NA,NA,7,0.5833,Final 2018_11_27
178,1,4,2,1,7,1,5,3,2,1,NA,1,1,1,2,47,1,,NA,,1,NA,,NA,NA,NA,1,,,1,,NA,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,4,1,4,1,4,1,2,4,4,1,4,1,4,3,4,4,3,4,1,1,2,1,2,2,2,2,2,2,NA,1,1,3,1,5,1,88,100,98,5,5,6,4,4,4,2,2,2,7,1,5,4,2,2,1,1,3,5,2,1,1,1,5,5,5,5,4,4,3,5,2,3,3,3,3,3,1,2,2,1,3,1,1,1,2,1,1,1,1,3,3,1,2,2,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,1,NA,1,NA,2,1,NA,2,1,1,NA,2,2,2,2,1,2,1,2,11,NA,2,6,1,NA,6,2,2,2,2,2,2,2,1,0.8089,1,1,1,NA,NA,1,1,1,1,NA,1,1,0,0,4,0,8,0.6667,Final 2018_11_27
